CCTV,#genre#
无线赛马频高,http://push-rtmp-hs-spe-f5.douyincdn.com/live/xiangjiaogemytv0318
无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线新闻频高,http://erp.giihgtidg.com:8080/live/wxxw01.m3u8
无线新闻频高,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_wxxw.flv
无线新闻台,http://api.mytv666.top/api/hk.php?id=3437643561316430306564303532666566613235653961373961303464386662267469643d74762669643d3235
无线新闻台,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
无线新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
无线新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线新闻台,https://live.tvfix.org/live/inews/index.m3u8
无线星河粤标,http://php.jdshipin.com/PLTV/iptv.php?id=xinghe
无线亚洲,https://live.tvfix.org/live/tvbs/2/v4000000/index.m3u8
无线新闻台,http://s1.an94tv.cfd/aktv/CH-1/AKTV.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港有线18台,http://api.mytv666.top/api/hk.php?id=6264643730343538616264326436373663363934306134373364383935363064267469643d74762669643d3331
香港有线18台,http://api.mytv666.top/api/hk.php?id=6436363132643963643063373766393861373061346161336430353161333461267469643d77696e74763132332669643d3132
香港有线18台,http://api.mytv666.top/api/hk.php?id=3335313238613561343466633763316531653463633665636663303964353666267469643d77696e74763132332669643d39
香港有线18台,http://api.mytv666.top/api/hk.php?id=6636336261313634393131303637346636346234653561343663393636303161267469643d74762669643d3330
香港有线18台,http://api.mytv666.top/api/hk.php?id=6264643730343538616264326436373663363934306134373364383935363064267469643d74762669643d3331
香港有线18台,http://api.mytv666.top/api/hk.php?id=6636336261313634393131303637346636346234653561343663393636303161267469643d74762669643d3330
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
星光综合,http://push-rtmp-hs-spe-f5.douyincdn.com/live/zxcvbnm9852.flv
星空电影,http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
星空卫视,http://171.213.195.138:8096/udp/239.93.0.156:2193
星空音乐,http://iot-mqqt.111yao.cn:8080/live/diyp_channelv.m3u8
星影台,http://j.s.bkpcp.top/js/nowxyt
亚洲旅游台,http://api.mytv666.top/api/hk.php?id=3131346439653863323835646337366632363336333039316661353337366164267469643d74762669643d313734
伊朗Payam Javan TV,https://uni01rtmp.tulix.tv/kensecure/pjtv.stream/chunklist_w1355976606.m3u8
伊朗-PBCTapeshTV,http://iptv.tapesh.tv/tapesh/playlist.m3u8
以色列 Channel 23 (720p),https://livestream.telvue.com/lompoccmttv1/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8
印度HD INDIA TV,https://ndtvindiaelemarchana.akamaized.net/hls/live/2003679/ndtvindia/ndtvindiamaster.m3u8
智林体育台,http://api.mytv666.top/api/hk.php?id=6661303233393533336130386239623762663935626634616431363961633265267469643d74762669643d313339
中视,http://api.mytv666.top/api/hk.php?id=3366353036636664306332393565306231326664383865666337396366353366267469643d77696e74763132332669643d3637
中视,http://api.mytv666.top/api/hk.php?id=3464346135333265303837393831333236363336666134303261386664336234267469643d74762669643d313138
中视,http://bxtv.3a.ink/api.php?id=zhongshi
中视,http://api.mytv666.top/api/hk.php?id=3735333965643234313330643235393236666134346364646139393065363839267469643d74762669643d3638
中视经典,http://api.mytv666.top/api/hk.php?id=3130643637316464346664313538393839303063663564663535386230323339267469643d74762669643d313331
中视菁采,http://api.mytv666.top/api/hk.php?id=3265643234663932333564313563356430663036346636303535616139663434267469643d74762669643d313534
中视新闻台,http://api.mytv666.top/api/hk.php?id=3935653434333461353033393966666364363031303466346131373436383437267469643d74762669643d313034
中视新闻台,http://bxtv.3a.ink/api.php?id=zsxw
中视新闻台,http://api.mytv666.top/api/hk.php?id=3639313461653631653063653039636165353132386535623331623263316631267469643d74762669643d3532
中视新闻台,http://api.mytv666.top/api/hk.php?id=6138663230386338366361363064623465353961333963373563343466316639267469643d77696e74763132332669643d3530
中天新闻 HD,https://smart.pendy.dpdns.org/Smart.php?id=ctinews
中天新闻台,http://api.mytv666.top/api/hk.php?id=3432626438356234306332353339386439363836663664633634323164393061267469643d74762669643d3939
中天新闻台,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_ztxw.flv
中天新闻,http://s1.an94tv.cfd/zhongtian/CH-0/AKTV.m3u8
中天新闻台,http://bxtv.3a.ink/api.php?id=ztxw
中天新闻加高,http://push-rtmp-hs-spe-f5.douyincdn.com/live/ztxw201.flv
中天新闻频高,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_ztxw.flv
中天新闻频高,http://push-rtmp-hs-spe-f5.douyincdn.com/live/KNxQhC5Pd0QWdsDuYnX84iZanamxeIGuZ1rGHgVlSPqkHm8y1E.flv
中天新闻频高,http://push-rtmp-hs-spe-f5.douyincdn.com/live/ztxw01.flv
中天新闻频高,P2p://66.42.60.221:6001/684f89d200086f6c0d14c5361a8e4371.ts
中天新闻台,http://api.mytv666.top/api/hk.php?id=3639303839636238623433393637353530386234626331346161646239336166267469643d74762669643d3439
中天新闻台,http://api.mytv666.top/api/hk.php?id=3862366539313935356333316130363734623834353962623032616433353263267469643d77696e74763132332669643d3433
中天新闻台,http://s1.an94tv.cfd/zhongtian/CH-0/AKTV.m3u8
中天亚洲频标,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_ztyz.flv
中天亚洲台,http://api.mytv666.top/api/hk.php?id=3962383334666661326334396461326537383063663333666566333830363536267469643d74762669643d313030
中天亚洲台,http://api.mytv666.top/api/hk.php?id=6230353962323532613838363830373564306164326137336138366430623435267469643d77696e74763132332669643d3738
中天亚洲台,http://s1.an94tv.cfd/astro/CH-1/AKTV.m3u8
中天亚洲台,http://bxtv.3a.ink/api.php?id=ztyz
中天亚洲台,https://smart.pendy.dpdns.org/Smart.php?id=ctiasia_twn
中天综合台,http://api.mytv666.top/api/hk.php?id=3136633239643731366133313732326436323336663339393265653333343361267469643d77696e74763132332669643d3737
中天综合台,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_ztzh.flv
PopC,http://bxtv.3a.ink/api.php?id=popc


广东频道,#genre#
广东体育,http://27.46.125.230:808/hls/28/index.m3u8
广东新闻,http://27.46.125.230:808/hls/21/index.m3u8
广州电视4K,http://8.138.7.223/tv/gd.php?id=gztv5
广东公共,http://27.46.125.230:808/hls/22/index.m3u8
广东少儿,http://27.46.125.230:808/hls/27/index.m3u8
广东影视,http://27.46.125.230:808/hls/26/index.m3u8
广东珠江,http://27.46.125.230:808/hls/20/index.m3u8
广东珠江频道,http://api.mytv666.top/api/hk.php?id=6162313131666165376133396363636237633834663162366130663635663031267469643d74762669643d39
广东珠江频道,http://bxtv.3a.ink/api.php?id=gdzj
广东体育,http://api.mytv666.top/api/hk.php?id=3635306561306164626438636438373731346432656366353839663866326232267469643d74762669643d3131
广东体育,http://bxtv.3a.ink/api.php?id=gdty
广东经济科教频道,https://pili-live-hls.kingsmedia.cn/metoo-live/ce834303bb1a4459a3ea8c4c01d3ae84.m3u8
广州综合频道,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州综合频道,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州影视频道,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8
广州新闻频道,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州新闻频道,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州4K南国都市频道,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
深圳都市频道,http://livepull-tcms.sztv.com.cn/live/dslive.m3u8
东莞新闻综合频道,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
东莞生活资讯频道,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8
中山综合频道,http://v.zsbtv.com.cn/lsdream/qTl38me/1000/live.m3u8
肇庆综合频道,http://zmylivestream.nfnews.com/zmy_slive/27872.m3u8
肇庆生活服务频道,http://zmylivestream.nfnews.com/zmy_slive/27871.m3u8
清远新闻综合频道,http://zmylivestream.nfnews.com/zmy_slive/25319.m3u8
清远文旅生活频道,http://zmylivestream.nfnews.com/zmy_slive/25321.m3u8
云浮综合频道,https://livestream.oeeee.com/slive/28283.m3u8
云浮文旅频道,https://livestream.oeeee.com/slive/28284.m3u8
阳江-1,https://live.yjtvw.com:8081/live/yjtv1.m3u8
阳江-2,https://live.yjtvw.com:8081/live/yjtv2.m3u8
湛江新闻综合频道,http://gbtv-hls-wjq.zjwtv.com/zjtv/zhpd.m3u8
湛江公共频道,http://gbtv-hls-wjq.zjwtv.com/zjtv/ggpd.m3u8
大湾区卫视,http://119.123.179.116:8086/hls/29/index.m3u8
广东民生频道,http://119.123.179.116:8086/hls/39/index.m3u8
广东珠江频道,http://119.123.179.116:8086/hls/47/index.m3u8
广东影视频道，http://119.123.179.116:8086/hls/46/index.m3u8
广东体育频道,http://119.123.179.116:8086/hls/42/index.m3u8
广东少儿频道,http://119.123.179.116:8086/hls/40/index.m3u8
广东珠江频备,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
湛江公共,http://gbtv-hls-wjq.zjwtv.com/zjtv/ggpd.flv
广东珠江频备,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东珠江,http://113.64.38.56:2086/udp/239.77.1.94:5146
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
杭州影视,http://36.24.185.17:8888/udp/233.50.201.176:5140
湖南卫视国际,http://www.tk1986.top:8889/udp/239.76.245.124:1234
湖南娱乐,http://www.tk1986.top:8889/udp/239.76.245.121:1234
湖南爱晚,http://www.tk1986.top:8889/udp/239.76.245.123:1234
湖南电视剧,http://www.tk1986.top:8889/udp/239.76.245.118:1234
湖南经视,http://www.tk1986.top:8889/udp/239.76.245.116:1234
湖南都市,http://www.tk1986.top:8889/udp/239.76.245.117:1234
重庆影视,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cqyingshiHD/__op/default/__f/index.m3u8
重庆文体娱乐,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cqwtylHD/__op/default/__f/index.m3u8
重庆新农村,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cqggncHD/__op/default/__f/index.m3u8
重庆时尚生活,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cqssgwHD/__op/default/__f/index.m3u8
重庆社会与法,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/CQTVTrendyHD/__op/default/__f/index.m3u8
重庆移动,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/mryyHD/__op/default/__f/index.m3u8




浙江频道,#genre#
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经视,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/720p.m3u8
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/720p.m3u8
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel004/720p.m3u8
浙江经视,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江经视,http://ali-m-l.cztv.com/channels/lantian/channel003/720p.m3u8
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8
浙江休闲,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江休闲,http://ali-m-l.cztv.com/channels/lantian/channel006/720p.m3u8
浙江影视,http://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
浙江影视,http://ali-m-l.cztv.com/channels/lantian/channel005/720p.m3u8
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/720p.m3u8
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/720p.m3u8
之江记录,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
之江记录,http://ali-m-l.cztv.com/channels/lantian/channel012/720p.m3u8
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel19/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel17/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel18/720p.m3u8
浙江数码时代,http://ali-m-l.cztv.com/channels/lantian/channel109/720p.m3u
ZMG（浙江视界）,http://ali-m-l.cztv.com/channels/lantian/channel15/720p.m3u8



海南频道,#genre#
海南卫视,http://gfr.x3322.net:9901/tsfile/live/1020_1.m3u8
海南自贸频道,http://gfr.x3322.net:9901/tsfile/live/1021_1.m3u8
海南公共频道,http://gfr.x3322.net:9901/tsfile/live/1022_1.m3u8
海南新闻频道,http://gfr.x3322.net:9901/tsfile/live/1023_1.m3u8
海南文旅频道,http://gfr.x3322.net:9901/tsfile/live/1024_1.m3u8
海南少儿频道,http://gfr.x3322.net:9901/tsfile/live/1065_1.m3u8
三沙卫视,http://gfr.x3322.net:9901/tsfile/live/1025_1.m3u8



最新,#genre#
翡翠剧集台(北美),https://6.cdn.loc.cc/163189.php?id=tvbd
翡翠剧集台(北美),http://s1.an94tv.cfd/aktv/CH-18/AKTV.m3u8
明珠剧集台,http://s1.an94tv.cfd/aktv/CH-19/AKTV.m3u8
TVB1(北美),http://s1.an94tv.cfd/aktv/CH-8/AKTV.m3u8
TVBe(北美),http://s1.an94tv.cfd/aktv/CH-7/AKTV.m3u8
TVBJ1美,http://s1.an94tv.cfd/aktv/CH-17/AKTV.m3u8
TVBe(北美),http://s1.an94tv.cfd/aktv/CH-7/AKTV.m3u8
TVBJ1美,http://php.jdshipin.com/PLTV/iptv.php?id=j1
TVBJ1美,http://php.jdshipin.com/PLTV/iptv.php?id=tvbj1
myTV SUPER 18台,http://bxtv.3a.ink/api.php?id=18
TVB Plus,http://bxtv.3a.ink/api.php?id=tvbp
明珠台,http://bxtv.3a.ink/api.php?id=mz
無線新聞台,http://bxtv.3a.ink/api.php?id=wxxw
美亞電影台,http://bxtv.3a.ink/api.php?id=meiya
PopC,http://bxtv.3a.ink/api.php?id=popc
VIUTV,http://bxtv.3a.ink/api.php?id=viutv
千禧經典台,http://bxtv.3a.ink/api.php?id=qxjd
翡翠台,http://bxtv.3a.ink/api.php?id=fct
鳳凰衛視中文台,http://bxtv.3a.ink/api.php?id=fhzw
鳳凰衛視資訊台,http://bxtv.3a.ink/api.php?id=fhzx
鳳凰衛視香港台,http://bxtv.3a.ink/api.php?id=fhhk
NOW新闻,http://bxtv.3a.ink/api.php?id=now
广东体育,http://bxtv.3a.ink/api.php?id=gdty
广东珠江,http://bxtv.3a.ink/api.php?id=gdzj
中天新聞台,http://bxtv.3a.ink/api.php?id=ztxw
日本动画,http://122.53.222.9:9981/stream/channelid/870547344?profile=pass
星空卫视,http://122.53.222.9:9981/stream/channelid/2084767267?profile=pass
澳门莲花卫视,http://122.53.222.9:9981/stream/channelid/801543536?profile=pass
天映频道,http://122.53.222.9:9981/stream/channelid/1069391940?profile=pass
nba,http://122.53.222.9:9981/stream/channelid/1044534831?profile=pass
韩国one台,http://122.53.222.9:9981/stream/channelid/1547321769?profile=pass
地理野生动物,http://198.16.100.186:8278/Natgeowild/playlist.m3u8?tid=MCEC8162047281620472&ct=19249&tsum=903a62e36d9cd6c67654b4e2ca6bcbd5
地理野生动物2,http://198.16.100.186:8278/natgeowildtamil_raj/playlist.m3u8?tid=MA3A7576802775768027&ct=19249&tsum=38e4069aeedc94944ccb5122c294c939
东森电影,http://198.16.100.186:8278/ettvmovie/playlist.m3u8?tid=MBDB9268852192688521&ct=19254&tsum=7514b50ebc2e4b06f2e402578d0ac996
东森戏剧,http://198.16.100.186:8278/ettvdrama/playlist.m3u8?tid=MA2A9945921599459215&ct=19249&tsum=c9097ecdf4a17c0922196dbf04b0c6e7
东森新闻,http://198.16.100.186:8278/ettvnews/playlist.m3u8?tid=mc42afe745533&ct=11595593&tsum=bed2278e2f7c1bd94fedd7c16bbdabeb
东森综合,http://198.16.100.186:8278/ettvzhonghe/playlist.m3u8?tid=MC4C1214674912146749&ct=19254&tsum=9b96a50ba99dca1a02a27b05a6fb4b0d
动物星球,http://198.16.100.186:8278/AnimalPlanet/playlist.m3u8?tid=MD5D8455808984558089&ct=19254&tsum=899db3292c39fbba53680601a57ee552
动物星球1,http://198.16.100.186:8278/animalplanet_twn/playlist.m3u8?tid=MF4F9191603991916039&ct=19254&tsum=8eeac3e9b8c5f58ad74a17b9b4813ed1
非凡新闻,http://198.16.100.186:8278/feifannews_twn/playlist.m3u8?tid=m050e7aad65f614336734&ct=17874&tsum=4ea1b829d195ac69a6c2ca51b21ae378
非凡新闻,http://198.16.100.186:8278/feifannews_twn/playlist.m3u8?tid=mc42afe745533&ct=11595594&tsum=7aa0899689ff779e214defc8a92ef8ea
非凡新闻2,http://198.16.100.186:8278/feifannews_twn/playlist.m3u8?tid=ME3E6962233269622332&ct=19225&tsum=eea4d84db71e12ba91bfcf328f4dec9d
非凡新闻3,http://198.16.100.186:8278/feifannews_twn/playlist.m3u8?tid=MFDF6578546865785468&ct=19249&tsum=bbb5f2ee12e8ae89846875a83db08997
翡翠,http://198.16.100.186:8278/jade_twn/playlist.m3u8?tid=ME6E1330319113303191&ct=19225&tsum=d76985c4965fd63807e131035f66af09
翡翠2,http://198.16.100.186:8278/Wlt/playlist.m3u8?tid=MC9C7523788875237888&ct=19225&tsum=fc74aa160d3ca61369c2e5f3ae79ee8e
翡翠台,http://198.16.100.186:8278/jade_twn/playlist.m3u8?tid=mc42afe745533&ct=11595587&tsum=de7a87078bac86f675cc0820dc0eb83a
凤凰香港,http://198.16.100.186:8278/hkphoenix_twn/playlist.m3u8?tid=mc42afe745533&ct=11595589&tsum=4391cf3898350ad7b35606cb10d424a0
凤凰中文,http://198.16.100.186:8278/phoenixtv_hd/playlist.m3u8?tid=mc42afe745533&ct=11595590&tsum=008f741ae7aa9dcb6c0216df635cf4dd
AXN,http://s1.an94tv.cfd/aktv/axn/AKTV.m3u8
beIN SPORTS 1,http://s1.an94tv.cfd/astro/tntsports1/AKTV.m3u8
beIN SPORTS 2,http://s1.an94tv.cfd/astro/tntsports2/AKTV.m3u8
beIN SPORTS 3,http://s1.an94tv.cfd/astro/tntsports3/AKTV.m3u8
CNA,http://s1.an94tv.cfd/aktv3/cna/AKTV.m3u8
EUROSPORT,http://s1.an94tv.cfd/astro/eurosport1/AKTV.m3u8#http://s1.an94tv.cfd/astro/eurosport2/AKTV.m3u8
HITS,http://s1.an94tv.cfd/taiwan/hits/AKTV.m3u8
Love Nature,http://s1.an94tv.cfd/aktv/lovenaturehd/AKTV.m3u8
NBA TV,http://s1.an94tv.cfd/astro/nbatv/AKTV.m3u8
TVB Plus,http://s1.an94tv.cfd/aktv/tvbplus/AKTV.m3u8
TVBS,http://s1.an94tv.cfd/zhongtian/tvbs55/AKTV.m3u8#http://s1.an94tv.cfd/zhongtian/tvbs56/AKTV.m3u8
tvN,http://s1.an94tv.cfd/aktv/tvn/AKTV.m3u8
中天新闻台,http://s1.an94tv.cfd/zhongtian/CH-0/AKTV.m3u8
明珠台,http://s1.an94tv.cfd/aktv/CH-2/AKTV.m3u8
翡翠台,http://s1.an94tv.cfd/aktv/CH-0/AKTV.m3u8#http://s1.an94tv.cfd/aktv/CH-6/AKTV.m3u8
CinemaWorld,http://s1.an94tv.cfd/taiwan/cinemaworld/AKTV.m3u8
PopC,http://s1.an94tv.cfd/aktv/popc/AKTV.m3u8
Hands Up Channel,http://s1.an94tv.cfd/aktv/channeluhd/AKTV.m3u8
ROCK Action,http://s1.an94tv.cfd/aktv/rockaction/AKTV.m3u8
MagellanTV频道,http://s1.an94tv.cfd/taiwan/magellantv/AKTV.m3u8
8TV,http://s1.an94tv.cfd/astro/8tv/AKTV.m3u8
Animax (HK),http://s1.an94tv.cfd/aktv/animaxhk/AKTV.m3u8
Channel 5 HD,http://s1.an94tv.cfd/aktv/channel5hd/AKTV.m3u8
Channel 8 HD,http://s1.an94tv.cfd/aktv/channel8hd/AKTV.m3u8
Japan News 24H LIVE,http://s1.an94tv.cfd/aktvjp/japannews24hlive/AKTV.m3u8
unifi Sports 1,http://s1.an94tv.cfd/astro/unifisports1/AKTV.m3u8
三立LIVE,http://s1.an94tv.cfd/zhongtian/live/AKTV.m3u8
中視新聞,http://s1.an94tv.cfd/zhongtian/CH-3/AKTV.m3u8
台視新聞,http://s1.an94tv.cfd/zhongtian/CH-4/AKTV.m3u8
天映經典(1080),http://s1.an94tv.cfd/aktv/1080/AKTV.m3u8
寰宇新聞台,http://s1.an94tv.cfd/zhongtian/CH-2/AKTV.m3u8
日テレNEWS LIVE,http://s1.an94tv.cfd/aktvjp/ntv/AKTV.m3u8
明珠剧集台(北美),http://s1.an94tv.cfd/aktv/CH-19/AKTV.m3u8
朝鲜恩情台,http://s1.an94tv.cfd/aktv3/CH-0/AKTV.m3u8
東森新聞,http://s1.an94tv.cfd/zhongtian/CH-1/AKTV.m3u8
民視新聞,http://s1.an94tv.cfd/zhongtian/CH-5/AKTV.m3u8
無線新聞台,http://s1.an94tv.cfd/aktv/CH-1/AKTV.m3u8
美亞電影台(HK),http://s1.an94tv.cfd/aktv/hk/AKTV.m3u8
翡翠一台(北美),http://s1.an94tv.cfd/aktv/CH-8/AKTV.m3u8
翡翠剧集台(北美),http://s1.an94tv.cfd/aktv/CH-18/AKTV.m3u8
翡翠娛樂台(北美),http://s1.an94tv.cfd/aktv/CH-7/AKTV.m3u8
翡翠综合台(北美),http://s1.an94tv.cfd/aktv/CH-17/AKTV.m3u8
鳳凰衛視中文台,http://s1.an94tv.cfd/aktv/CH-3/AKTV.m3u8
鳳凰衛視資訊台,http://s1.an94tv.cfd/aktv/CH-4/AKTV.m3u8
鳳凰衛視香港台,http://s1.an94tv.cfd/aktv/CH-5/AKTV.m3u8
J2,http://php.jdshipin.com/TVOD/iptv.php?id=j2
中天新闻台,http://tlive24.uk/livehttpplay?channel_id=20163
凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.flv#http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港,https://live.tvfix.org/live/fwxg/2/v4000000/index.m3u8
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt#https://live.tvfix.org/live/inews/3/v4000000/index.m3u8
明珠台,http://s1.an94tv.cfd/aktv/CH-2/AKTV.m3u8
